Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - End Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - End Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - End Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - End Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - End Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - End Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - End Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Topaz Ore
appliedenergistics2:facade:0, Cable Facade - End Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - End Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - End Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - End Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - End Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Graphite Ore
appliedenergistics2:facade:0, Cable Facade - End Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Bornite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bornite Ore
appliedenergistics2:facade:0, Cable Facade - End Bornite Ore
appliedenergistics2:facade:0, Cable Facade - Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - End Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - Realgar Ore
appliedenergistics2:facade:0, Cable Facade - Nether Realgar Ore
appliedenergistics2:facade:0, Cable Facade - End Realgar Ore
appliedenergistics2:facade:0, Cable Facade - Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - End Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - End Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - Nether Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - End Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - End Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Malachite Ore
appliedenergistics2:facade:0, Cable Facade - End Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Mica Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mica Ore
appliedenergistics2:facade:0, Cable Facade - End Mica Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Barite Ore
appliedenergistics2:facade:0, Cable Facade - End Barite Ore
appliedenergistics2:facade:0, Cable Facade - Alunite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Alunite Ore
appliedenergistics2:facade:0, Cable Facade - End Alunite Ore
appliedenergistics2:facade:0, Cable Facade - Talc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Talc Ore
appliedenergistics2:facade:0, Cable Facade - End Talc Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - End Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - End Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - End Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - Nether Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - End Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Olivine Ore
appliedenergistics2:facade:0, Cable Facade - End Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Opal Ore
appliedenergistics2:facade:0, Cable Facade - End Opal Ore
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Nether Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - End Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Apatite Ore
appliedenergistics2:facade:0, Cable Facade - End Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - End Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Nether Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - End Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - End Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - End Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - End Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - End Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Nether Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - End Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - End Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Monazite Ore
appliedenergistics2:facade:0, Cable Facade - End Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Trona Ore
appliedenergistics2:facade:0, Cable Facade - Nether Trona Ore
appliedenergistics2:facade:0, Cable Facade - End Trona Ore
appliedenergistics2:facade:0, Cable Facade - Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - End Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - End Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - End Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Crushing Wheels
appliedenergistics2:facade:0, Cable Facade - Slicing Blades
appliedenergistics2:facade:0, Cable Facade - Electrolytic Cell
appliedenergistics2:facade:0, Cable Facade - Heat Vent
appliedenergistics2:facade:0, Cable Facade - Molybdenum Disilicide Coil Block
appliedenergistics2:facade:0, Cable Facade - Secure Maceration Casing
appliedenergistics2:facade:0, Cable Facade - High Temperature Smelting Casing
appliedenergistics2:facade:0, Cable Facade - Large-Scale Assembler Casing
appliedenergistics2:facade:0, Cable Facade - Stress Proof Casing
appliedenergistics2:facade:0, Cable Facade - Corrosion Proof Casing
appliedenergistics2:facade:0, Cable Facade - Vibration-Safe Casing
appliedenergistics2:facade:0, Cable Facade - Watertight Casing
appliedenergistics2:facade:0, Cable Facade - Shock Proof Cutting Casing
appliedenergistics2:facade:0, Cable Facade - Nonconducting Casing
appliedenergistics2:facade:0, Cable Facade - Reaction-Safe Mixing Casing
appliedenergistics2:facade:0, Cable Facade - Laser-Safe Engraving Casing
appliedenergistics2:facade:0, Cable Facade - Atomic Casing
appliedenergistics2:facade:0, Cable Facade - Industrial Steam Casing
appliedenergistics2:facade:0, Cable Facade - tile.mostima_casing.dark_crystal_casing.name
appliedenergistics2:facade:0, Cable Facade - tile.mostima_casing.mostimite_casing.name
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:60, Magnet Card
appliedenergistics2:material:58, Pattern Expansion Card
appliedenergistics2:material:59, Quantum Link Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:61, Sticky Card
appliedenergistics2:material:34, §d128³§r Spatial Component
appliedenergistics2:material:37, §a16k§r ME Storage Component
appliedenergistics2:material:33, §916³§r Spatial Component
appliedenergistics2:material:35, §61k§r ME Storage Component
appliedenergistics2:material:32, §62³§r Spatial Component
appliedenergistics2:material:36, §e4k§r ME Storage Component
appliedenergistics2:material:38, §b64k§r ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, §a16k§r ME Fluid Storage Component
appliedenergistics2:material:54, §61k§r ME Fluid Storage Component
appliedenergistics2:material:55, §e4k§r ME Fluid Storage Component
appliedenergistics2:material:57, §b64k§r ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
